,word,word_count
1797,email,1
1798,threatening,1
1799,remote,1
1800,logic,1
1801,outside,1
1802,dipping,1
1803,gold,1
1804,blame,1
1805,agi,1
1806,woe,1
1807,yup,1
1808,payout,1
1809,fantasy,1
1810,wedding,1
1811,grade,1
1812,significant,1
1813,fed,1
1814,31m,1
1815,discover,1
1816,wouldve,1
1817,minimal,1
1818,bite,1
1819,echeck,1
1820,proscons,1
1821,chore,1
1822,stack,1
1823,disappeared,1
1824,stayed,1
1825,hoa,1
1826,2017,1
1827,dust,1
1828,advicetips,1
1829,schwabs,1
1830,poster,1
1831,charles,1
1832,timewwdd,1
1833,technique,1
1834,nicer,1
1835,national,1
1836,nonus,1
1837,extremely,1
1838,politics,1
1839,improve,1
1840,mo,1
1841,cashing,1
1842,feedback,1
1843,difference,1
1844,nowhere,1
1845,precollege,1
1846,fever,1
1847,avoided,1
1848,overtime,1
1849,awesome,1
1850,sucked,1
1851,hustling,1
1852,secular,1
1853,enrollment,1
1854,objectivity,1
1855,jealous,1
1856,deep,1
1857,guide,1
1858,safely,1
1859,inspiration,1
1860,merge,1
1861,7343,1
1862,impound,1
1863,responsible,1
1864,calling,1
1865,hole,1
1866,wheel,1
1867,wage,1
1868,spinning,1
1869,52,1
1870,retiring,1
1871,oliver,1
1872,john,1
1873,tonight,1
1874,appearance,1
1875,clip,1
1876,spiraling,1
1877,theme,1
1878,lied,1
1879,foundation,1
1880,webinar,1
1881,separately,1
1882,crv,1
1883,fast,1
1884,excited,1
1885,thin,1
1886,experian,1
1887,gonna,1
1888,inactivity,1
1889,struggle,1
1890,20002500,1
1891,latefiling,1
1892,row,1
1893,become,1
1894,door,1
1895,pole,1
1896,ran,1
1897,follower,1
1898,determine,1
1899,logical,1
1900,explain,1
1901,winner,1
1902,interview,1
1903,view,1
1904,page,1
1905,air,1
1906,relationship,1
1907,harder,1
1908,applicant,1
1909,reject,1
1910,department,1
1911,dinq,1
1912,la,1
1913,reserve,1
1914,force,1
1915,join,1
1916,korean,1
1917,elderly,1
1918,arrival,1
1919,terrified,1
1920,disappearedhelp,1
1921,creditkarma,1
1922,seven,1
1923,item,1
1924,balancesrates,1
1925,incomedriven,1
1926,1700,1
1927,bureau,1
1928,associate,1
1929,lendercredit,1
1930,transporting,1
1931,receiveask,1
1932,hourly,1
1933,condo,1
1934,welfare,1
1935,highboy,1
1936,gf,1
1937,clue,1
1938,dumped,1
1939,pure,1
1940,furnace,1
1941,seized,1
1942,energy,1
1943,efficient,1
1944,underwater,1
1945,othersub,1
1946,toxic,1
1947,oldnew,1
1948,trip,1
1949,upgrade,1
1950,tmobile,1
1951,regard,1
1952,cosignature,1
1953,equal,1
1954,falling,1
1955,duplicate,1
1956,crosscountry,1
1957,nothing,1
1958,567,1
1959,overpaying,1
1960,stub,1
1961,8600,1
1962,fmla,1
1963,shortterm,1
1964,train,1
1965,standing,1
1966,bullet,1
1967,former,1
1968,divest,1
1969,quicker,1
1970,unsubsidized,1
1971,settled,1
1972,disputed,1
1973,showed,1
1974,marked,1
1975,curriculum,1
1976,nofee,1
1977,active,1
1978,90,1
1979,gazelleintense,1
1980,questionassistance,1
1981,acct,1
1982,disputing,1
1983,argument,1
1984,agree,1
1985,torn,1
1986,constantly,1
1987,skeptical,1
1988,entity,1
1989,sorting,1
1990,repossession,1
1991,injured,1
1992,estimating,1
1993,curious,1
1994,community,1
1995,ball,1
1996,snow,1
1997,usually,1
1998,178month,1
1999,aaron,1
2000,withdrawn,1
2001,seemsoff,1
2002,disposable,1
2003,42569,1
2004,land,1
2005,outgoings,1
2006,skip,1
2007,attack,1
2008,panic,1
2009,leveraging,1
2010,comingle,1
2011,claiming,1
2012,son,1
2013,net,1
2014,counter,1
2015,48000,1
2016,airway,1
2017,37yo,1
2018,evaluate,1
2019,korea,1
2020,freewhispers,1
2021,outofpocket,1
2022,ladder,1
2023,foot,1
2024,growth,1
2025,temporary,1
2026,citibank,1
2027,circumstance,1
2028,apart,1
2029,scripture,1
2030,savingsira,1
2031,alright,1
2032,34,1
2033,f,1
2034,43,1
2035,chicago,1
2036,studio,1
2037,roommate,1
2038,preferably,1
2039,thoughtsopinions,1
2040,gauge,1
2041,hello,1
2042,24k,1
2043,1350,1
2044,pmonth,1
2045,cardsparents,1
2046,entire,1
2047,pas,1
2048,inspection,1
2049,indefinitely,1
2050,databaselist,1
2051,hobokennyc,1
2052,exceed,1
2053,sending,1
2054,household,1
2055,mad,1
2056,sahm,1
2057,bmo,1
2058,spc,1
2059,described,1
2060,2018,1
2061,cashback,1
2062,hbc,1
2063,kaput,1
2064,folk,1
2065,lovely,1
2066,younger,1
2067,b2any,1
2068,preventing,1
2069,hypothetical,1
2070,au,1
2071,outright,1
2072,bs7ish,1
2073,europe,1
2074,1300,1
2075,longstanding,1
2076,457,1
2077,nonexistent,1
2078,unpaid,1
2079,underwritten,1
2080,coding,1
2081,appreciable,1
2082,prudential,1
2083,liberating,1
2084,7k,1
2085,forget,1
2086,26f,1
2087,case,1
2088,timing,1
2089,sister,1
2090,seadoos,1
2091,unit,1
2092,hedge,1
2093,freelance,1
2094,photographer,1
2095,logistics,1
2096,totaling,1
2097,unrecovered,1
2098,talktalk,1
2099,dca,1
2100,network,1
2101,401ks,1
2102,maintain,1
2103,transaction,1
2104,billed,1
2105,drop,1
2106,roll,1
2107,43k,1
2108,reached,1
2109,addict,1
2110,sex,1
2111,various,1
2112,renter,1
2113,pass,1
2114,1994,1
2115,hr,1
2116,unthinkable,1
2117,fishy,1
2118,isa,1
2119,turned,1
2120,therapy,1
2121,physical,1
2122,fl,1
2123,careerschool,1
2124,sue,1
2125,overnight,1
2126,24000,1
2127,tfsa,1
2128,cheaper,1
2129,sub,1
2130,there,1
2131,apology,1
2132,several,1
2133,backup,1
2134,renovating,1
2135,aid,1
2136,lgbt,1
2137,inspiring,1
2138,bs5,1
2139,reaction,1
2140,parity,1
2141,meal,1
2142,lowballed,1
2143,perhaps,1
2144,counteroffer,1
2145,recruiter,1
2146,promotion,1
2147,poverty,1
2148,inc,1
2149,space,1
2150,yesterday,1
2151,camera,1
2152,rebuild,1
2153,denied,1
2154,ramseys,1
2155,readinglistening,1
2156,suggested,1
2157,30000,1
2158,updating,1
2159,chargedoff,1
2160,efund,1
2161,utility,1
2162,processing,1
2163,weighing,1
2164,tutoring,1
2165,often,1
2166,secretly,1
2167,waitersrestaurants,1
2168,inventory,1
2169,writing,1
2170,internship,1
2171,jurisdiction,1
2172,customizing,1
2173,scum,1
2174,survive,1
2175,disaster,1
2176,chernobyl,1
2177,investigating,1
2178,commission,1
2179,chief,1
2180,chemist,1
2181,soviet,1
2182,legasov,1
2183,valery,1
2184,truth,1
2185,incurs,1
2186,lie,1
2187,saying,1
2188,compared,1
2189,craziest,1
2190,360,1
2191,tweaking,1
2192,ring,1
2193,procedure,1
2194,collegehow,1
2195,mcc,1
2196,vr,1
2197,leasingpurchasing,1
2198,leaseholder,1
2199,amendment,1
2200,bursary,1
2201,easy,1
2202,partial,1
2203,everytime,1
2204,45,1
2205,weight,1
2206,gaining,1
2207,weakness,1
2208,moment,1
2209,prioritizing,1
2210,excellent,1
2211,debton,1
2212,stipend,1
2213,weekday,1
2214,elp,1
2215,internet,1
2216,major,1
2217,fair,1
2218,complication,1
2219,taxation,1
2220,itemize,1
2221,besides,1
2222,calstrs,1
2223,overdraft,1
2224,graphic,1
2225,cheapfree,1
2226,bs3b,1
2227,protection,1
2228,hce,1
2229,appropriately,1
2230,message,1
2231,trigger,1
2232,loophole,1
2233,independant,1
2234,youngish,1
2235,site,1
2236,138k,1
2237,59k,1
2238,2101057,1
2239,debtfinishing,1
2240,purpose,1
2241,rameys,1
2242,older,1
2243,stage,1
2244,101,1
2245,sought,1
2246,individual,1
2247,tommorow,1
2248,1600,1
2249,140,1
2250,acured,1
2251,receipt,1
2252,picture,1
2253,woman,1
2254,indirectly,1
2255,consequence,1
2256,sort,1
2257,graduation,1
2258,fork,1
2259,115k,1
2260,b3,1
2261,moverelocate,1
2262,trapped,1
2263,lawyer,1
2264,unneeded,1
2265,remainder,1
2266,covering,1
2267,catch,1
2268,90k,1
2269,deer,1
2270,27f,1
2271,afraid,1
2272,18yr,1
2273,removed,1
2274,following,1
2275,192k,1
2276,discovered,1
2277,server,1
2278,define,1
2279,storm,1
2280,introducing,1
2281,fox,1
2282,news,1
2283,donatingselling,1
2284,awkward,1
2285,repaired,1
2286,previously,1
2287,clean,1
2288,aftertax,1
2289,maxed,1
2290,listed,1
2291,spent,1
2292,installment,1
2293,failuretopay,1
2294,downside,1
2295,4000,1
2296,dentist,1
2297,knowing,1
2298,clearing,1
2299,overwhelmed,1
2300,include,1
2301,retirment,1
2302,appreciated,1
2303,fiancés,1
2304,anyway,1
2305,375,1
2306,scammed,1
2307,ad,1
2308,actual,1
2309,facebook,1
2310,removing,1
2311,abnormally,1
2312,restricted,1
2313,disagree,1
2314,86,1
2315,gotta,1
2316,rating,1
2317,nerdwallet,1
2318,oldsoon,1
2319,inner,1
2320,increased,1
2321,channel,1
2322,relative,1
2323,irresponsible,1
2324,consignment,1
2325,handled,1
2326,mindset,1
2327,northwestern,1
2328,knocked,1
2329,guaranteed,1
2330,construction,1
2331,reassurance,1
2332,result,1
2333,instruction,1
2334,walk,1
2335,weekly,1
2336,controller,1
2337,contacted,1
2338,normally,1
2339,abuse,1
2340,dealt,1
2341,fasfa,1
2342,permission,1
2343,drive,1
2344,ground,1
2345,tragedy,1
2346,3160,1
2347,hill,1
2348,church,1
2349,mental,1
2350,squeak,1
2351,debtfree,1
2352,91000,1
2353,underwriting,1
2354,manual,1
2355,screenshots,1
2356,quoted,1
2357,accrual,1
2358,135000km,1
2359,328i,1
2360,bmw,1
2361,2008,1
2362,collision,1
2363,goto,1
2364,usual,1
2365,averaging,1
2366,insurancestork,1
2367,freecredit,1
2368,nightmare,1
2369,challenging,1
2370,stateside,1
2371,rebate,1
2372,expired,1
2373,activate,1
2374,group,1
2375,submit,1
2376,plummeting,1
2377,secure,1
2378,concentrate,1
2379,despite,1
2380,mort,1
2381,equifax,1
2382,coordinating,1
2383,shortage,1
2384,escrow,1
2385,wrapify,1
2386,17,1
2387,tempted,1
2388,readiness,1
2389,winding,1
2390,differentiate,1
2391,subscriber,1
2392,odd,1
2393,requirement,1
2394,california,1
2395,homeless,1
2396,advising,1
2397,attn,1
2398,fan,1
2399,bilingual,1
2400,agent,1
2401,thoroughly,1
2402,researching,1
2403,positive,1
2404,staying,1
2405,approx,1
2406,opinion,1
2407,factoring,1
2408,lifestyle,1
2409,correct,1
2410,planner,1
2411,trouble,1
2412,owes,1
2413,metlife,1
2414,duplex,1
2415,gain,1
2416,med,1
2417,lottery,1
2418,platform,1
2419,green,1
2420,fixed6,1
2421,30yr,1
2422,liquidity,1
2423,global,1
2424,ftse,1
2425,authorize,1
2426,werent,1
2427,july,1
2428,20000,1
2429,surprise,1
2430,lawn,1
2431,secret,1
2432,vacation,1
2433,curiosity,1
2434,755,1
2435,1500,1
2436,mix,1
2437,judgement,1
2438,yes,1
2439,oh,1
2440,collectorsirs,1
2441,fixedadds,1
2442,gainslosses,1
2443,spa,1
2444,requires,1
2445,babystep,1
2446,eliminate,1
2447,e,1
2448,frugality,1
2449,tear,1
2450,wear,1
2451,farmland,1
2452,nj,1
2453,investingoptions,1
2454,overfunded,1
2455,celebrating,1
2456,accommodation,1
2457,reasonable,1
2458,clerk,1
2459,95,1
2460,laborer,1
2461,shift,1
2462,accept,1
2463,welcome,1
2464,epicyoure,1
2465,mlm,1
2466,newly,1
2467,kitchen,1
2468,approach,1
2469,relatively,1
2470,2hr,1
2471,100000,1
2472,disclose,1
2473,discrepancy,1
2474,unsolicited,1
2475,illinois,1
2476,stress,1
2477,drastic,1
2478,fullyfunded,1
2479,autopayment,1
2480,fall,1
2481,proposal,1
2482,offbeat,1
2483,extension,1
2484,bottom,1
2485,rock,1
2486,destroyed,1
2487,indian,1
2488,wwdrd,1
2489,stopped,1
2490,wealthy,1
2491,apologism,1
2492,solution,1
2493,industry,1
2494,adapted,1
2495,spreading,1
2496,psa,1
2497,traveler,1
2498,unusual,1
2499,near,1
2500,button,1
2501,pressed,1
2502,seem,1
2503,fargo,1
2504,disgrace,1
2505,law,1
2506,agreed,1
2507,weve,1
2508,magic,1
2509,confirmation,1
2510,appraisal,1
2511,coleman,1
2512,ken,1
2513,shame,1
2514,stayathome,1
2515,longterm,1
2516,purse,1
2517,sit,1
2518,social,1
2519,savinginvesting,1
2520,overhaul,1
2521,employment,1
2522,irrational,1
2523,rational,1
2524,equivalent,1
2525,trading,1
2526,third,1
2527,130,1
2528,easier,1
2529,registered,1
2530,counseling,1
2531,nonprofit,1
2532,legitimate,1
2533,source,1
2534,taxesfees,1
2535,inherit,1
2536,divide,1
2537,hecks,1
2538,apple,1
2539,ratio,1
2540,fiancee,1
2541,grownup,1
2542,pro,1
2543,vester,1
2544,schedule,1
2545,updated,1
2546,explorer,1
2547,ford,1
2548,sideget,1
2549,inperson,1
2550,richer,1
2551,mile,1
2552,voya,1
2553,flyer,1
2554,frequent,1
2555,19962011,1
2556,patriot,1
2557,ee,1
2558,32,1
2559,24yrs,1
2560,tesla,1
2561,selection,1
2562,achieved,1
